order_id,order_datetime,customer_id,product_id,quantity,selling_price,discount_percent,gross_amount,discount_amount,net_amount,product_cost,shipping_cost,payment_fee,profit,order_status,profit_margin,profit_status,discount_category
O00329,2026-06-10 15:33:04,C0017,P045,4,62341.11,25,249364.44,62341.11,187023.33,185721.04,265.05,3861.12,-2823.88,Completed,-1.51,Loss,High Discount
O00330,2026-07-30 05:27:44,C0053,P023,3,17155.13,5,51465.39,2573.27,48892.12,40850.19,422.07,1182.22,6437.64,Completed,13.17,Profit,Low Discount
O00331,2026-06-21 14:02:54,C0085,P046,4,19668.85,5,78675.4,3933.77,74741.63,59454.2,423.81,1561.84,13301.78,Completed,17.8,Profit,Low Discount
O00332,2026-06-02 01:26:14,C0063,P024,5,4338.48,10,21692.4,2169.24,19523.16,17158.15,331.81,386.13,1647.07,Completed,8.44,Profit,Medium Discount
O00333,2026-07-14 14:17:33,C0017,P035,4,54528.17,5,218112.68,10905.63,207207.05,176621.16,196.62,5356.39,25032.88,Completed,12.08,Profit,Low Discount
O00334,2026-07-14 17:26:58,C0085,P008,4,21730.36,20,86921.44,17384.29,69537.15,65605.8,369.9,1956.7,1604.75,Completed,2.31,Profit,High Discount
O00335,2026-07-28 09:15:12,C0091,P034,3,38663.96,5,115991.88,5799.59,110192.29,83547.0,256.31,1185.63,25203.35,Completed,22.87,Profit,Low Discount
O00336,2026-07-25 12:21:14,C0092,P005,1,57603.46,15,57603.46,8640.52,48962.94,45484.16,260.05,523.38,2695.35,Pending,5.5,Profit,Medium Discount
O00337,2026-05-27 21:20:28,C0019,P026,4,3524.72,10,14098.88,1409.89,12688.99,11054.56,438.6,276.3,919.53,Completed,7.25,Profit,Medium Discount
O00338,2026-07-31 06:50:48,C0075,P033,3,39743.89,10,119231.67,11923.17,107308.5,81492.33,271.55,2312.02,23232.6,Completed,21.65,Profit,Medium Discount
O00339,2026-08-04 07:34:13,C0078,P027,2,10161.47,10,20322.94,2032.29,18290.65,14831.52,320.95,399.25,2738.93,Completed,14.97,Profit,Medium Discount
O00340,2026-06-01 16:03:44,C0035,P048,1,4611.21,0,4611.21,0.0,4611.21,3706.72,51.43,105.15,747.91,Completed,16.22,Profit,No Discount
O00341,2026-06-15 23:14:00,C0072,P019,3,58038.98,10,174116.94,17411.69,156705.25,121333.17,279.69,3530.86,31561.53,Cancelled,20.14,Profit,Medium Discount
O00342,2026-05-27 06:20:55,C0080,P050,5,35590.05,0,177950.25,0.0,177950.25,138652.15,442.42,3655.9,35199.78,Completed,19.78,Profit,No Discount
O00343,2026-07-11 22:53:36,C0021,P016,4,6487.76,15,25951.04,3892.66,22058.38,22291.96,175.44,313.54,-722.56,Pending,-3.28,Loss,Medium Discount
O00344,2026-05-19 06:17:43,C0047,P035,3,54528.17,5,163584.51,8179.23,155405.28,132465.87,497.59,1833.2,20608.62,Completed,13.26,Profit,Low Discount
O00345,2026-06-16 01:22:24,C0067,P001,4,27812.76,15,111251.04,16687.66,94563.38,86843.44,383.21,1215.8,6120.93,Completed,6.47,Profit,Medium Discount
O00346,2026-07-11 16:09:50,C0005,P009,1,19784.64,15,19784.64,2967.7,16816.94,14190.54,326.12,197.97,2102.31,Completed,12.5,Profit,Medium Discount
O00347,2026-07-21 12:47:37,C0046,P014,4,9054.92,10,36219.68,3621.97,32597.71,24623.16,79.7,553.39,7341.46,Completed,22.52,Profit,Medium Discount
O00348,2026-08-12 22:18:52,C0060,P013,5,48575.8,15,242879.0,36431.85,206447.15,167541.45,52.74,2481.25,36371.71,Completed,17.62,Profit,Medium Discount
O00349,2026-06-22 04:59:19,C0066,P040,1,30510.63,10,30510.63,3051.06,27459.57,24795.91,407.53,662.92,1593.21,Completed,5.8,Profit,Medium Discount
O00350,2026-06-24 06:43:55,C0066,P026,5,3524.72,15,17623.6,2643.54,14980.06,13818.2,145.0,408.48,608.38,Completed,4.06,Profit,Medium Discount
O00351,2026-07-25 04:33:55,C0087,P014,3,9054.92,0,27164.76,0.0,27164.76,18467.37,312.47,729.23,7655.69,Completed,28.18,Profit,No Discount
O00352,2026-06-05 00:36:07,C0030,P013,5,48575.8,5,242879.0,12143.95,230735.05,167541.45,237.25,5812.73,57143.62,Completed,24.77,Profit,Low Discount
O00353,2026-05-24 03:32:41,C0055,P023,2,17155.13,10,34310.26,3431.03,30879.23,27233.46,331.15,353.12,2961.5,Completed,9.59,Profit,Medium Discount
O00354,2026-07-13 06:08:53,C0014,P050,4,35590.05,5,142360.2,7118.01,135242.19,110921.72,186.44,2136.75,21997.28,Completed,16.27,Profit,Low Discount
O00355,2026-07-22 19:42:30,C0004,P013,3,48575.8,15,145727.4,21859.11,123868.29,100524.87,172.13,2469.18,20702.11,Completed,16.71,Profit,Medium Discount
O00356,2026-08-05 09:49:56,C0082,P034,3,38663.96,5,115991.88,5799.59,110192.29,83547.0,231.1,1328.36,25085.83,Completed,22.77,Profit,Low Discount
O00357,2026-07-16 16:02:27,C0093,P026,2,3524.72,5,7049.44,352.47,6696.97,5527.28,368.14,75.37,726.18,Completed,10.84,Profit,Low Discount
O00358,2026-06-09 08:20:25,C0041,P006,5,14835.37,20,74176.85,14835.37,59341.48,52777.45,87.22,1698.22,4778.59,Completed,8.05,Profit,High Discount
O00359,2026-05-26 15:54:27,C0019,P009,3,19784.64,20,59353.92,11870.78,47483.14,42571.62,307.31,1336.37,3267.84,Cancelled,6.88,Profit,High Discount
O00360,2026-07-23 11:02:15,C0083,P049,4,24913.36,15,99653.44,14948.02,84705.42,65052.12,102.21,918.7,18632.39,Completed,22.0,Profit,Medium Discount
O00361,2026-07-30 18:28:16,C0060,P027,1,10161.47,15,10161.47,1524.22,8637.25,7415.76,51.96,115.21,1054.32,Completed,12.21,Profit,Medium Discount
O00362,2026-06-15 01:11:55,C0013,P037,1,5368.01,5,5368.01,268.4,5099.61,4390.17,108.32,119.95,481.17,Cancelled,9.44,Profit,Low Discount
O00363,2026-08-07 07:47:13,C0073,P021,4,57718.84,15,230875.36,34631.3,196244.06,181440.24,339.87,2151.56,12312.39,Completed,6.27,Profit,Medium Discount
O00364,2026-07-22 04:53:57,C0048,P039,4,35994.24,20,143976.96,28795.39,115181.57,90126.08,264.19,1407.47,23383.83,Completed,20.3,Profit,High Discount
O00365,2026-07-14 01:31:14,C0099,P044,1,14190.49,0,14190.49,0.0,14190.49,9020.11,395.41,260.11,4514.86,Completed,31.82,Profit,No Discount
O00366,2026-08-02 23:28:35,C0031,P002,1,36560.51,15,36560.51,5484.08,31076.43,25808.88,262.53,857.81,4147.21,Completed,13.35,Profit,Medium Discount
O00367,2026-05-28 12:32:20,C0087,P045,5,62341.11,5,311705.55,15585.28,296120.27,232151.3,111.47,6820.48,57037.02,Completed,19.26,Profit,Low Discount
O00368,2026-08-02 01:48:14,C0028,P006,4,14835.37,0,59341.48,0.0,59341.48,42221.96,356.99,1149.03,15613.5,Completed,26.31,Profit,No Discount
O00369,2026-07-10 17:10:43,C0021,P043,3,16032.71,15,48098.13,7214.72,40883.41,34989.69,420.49,1048.26,4424.97,Completed,10.82,Profit,Medium Discount
O00370,2026-07-31 18:07:58,C0047,P010,5,73897.59,5,369487.95,18474.4,351013.55,246734.85,201.81,3645.82,100431.07,Completed,28.61,Profit,Low Discount
O00371,2026-05-20 18:09:29,C0010,P035,1,54528.17,15,54528.17,8179.23,46348.94,44155.29,198.61,1303.39,691.65,Completed,1.49,Profit,Medium Discount
O00372,2026-06-19 11:30:13,C0029,P043,1,16032.71,25,16032.71,4008.18,12024.53,11663.23,283.56,283.19,-205.45,Completed,-1.71,Loss,High Discount
O00373,2026-07-07 11:50:48,C0028,P016,1,6487.76,10,6487.76,648.78,5838.98,5572.99,489.21,73.05,-296.27,Completed,-5.07,Loss,Medium Discount
O00374,2026-06-27 08:39:12,C0059,P047,1,24905.73,0,24905.73,0.0,24905.73,18759.81,169.51,257.8,5718.61,Completed,22.96,Profit,No Discount
O00375,2026-07-19 23:55:00,C0033,P007,4,63520.31,10,254081.24,25408.12,228673.12,179049.6,306.79,4884.88,44431.85,Completed,19.43,Profit,Medium Discount
O00376,2026-06-21 17:57:10,C0077,P007,4,63520.31,15,254081.24,38112.19,215969.05,179049.6,60.62,6040.92,30817.91,Completed,14.27,Profit,Medium Discount
O00377,2026-05-23 11:08:28,C0089,P008,5,21730.36,5,108651.8,5432.59,103219.21,82007.25,186.31,1167.81,19857.84,Completed,19.24,Profit,Low Discount
O00378,2026-07-04 21:26:03,C0098,P034,4,38663.96,10,154655.84,15465.58,139190.26,111396.0,76.87,3261.62,24455.77,Completed,17.57,Profit,Medium Discount
O00379,2026-07-18 15:20:43,C0009,P005,4,57603.46,10,230413.84,23041.38,207372.46,181936.64,483.25,2387.29,22565.28,Completed,10.88,Profit,Medium Discount
O00380,2026-06-18 21:35:11,C0059,P026,4,3524.72,10,14098.88,1409.89,12688.99,11054.56,453.23,341.89,839.31,Completed,6.61,Profit,Medium Discount
O00381,2026-05-17 23:56:30,C0083,P011,5,53636.0,15,268180.0,40227.0,227953.0,178124.15,336.18,4049.2,45443.47,Completed,19.94,Profit,Medium Discount
O00382,2026-08-07 06:06:53,C0065,P049,4,24913.36,5,99653.44,4982.67,94670.77,65052.12,376.24,1966.9,27275.51,Completed,28.81,Profit,Low Discount
O00383,2026-06-26 13:16:05,C0046,P050,2,35590.05,0,71180.1,0.0,71180.1,55460.86,53.53,1609.98,14055.73,Completed,19.75,Profit,No Discount
O00384,2026-08-04 14:37:48,C0054,P033,2,39743.89,5,79487.78,3974.39,75513.39,54328.22,392.49,1290.17,19502.51,Cancelled,25.83,Profit,Low Discount
O00385,2026-07-03 08:42:46,C0046,P005,2,57603.46,10,115206.92,11520.69,103686.23,90968.32,131.14,1987.87,10598.9,Completed,10.22,Profit,Medium Discount
O00386,2026-05-27 00:23:01,C0006,P029,4,44167.07,20,176668.28,35333.66,141334.62,126999.12,353.46,1800.6,12181.44,Pending,8.62,Profit,High Discount
O00387,2026-06-27 20:38:34,C0050,P011,4,53636.0,15,214544.0,32181.6,182362.4,142499.32,99.0,4145.24,35618.84,Completed,19.53,Profit,Medium Discount
O00388,2026-06-20 22:25:10,C0056,P026,1,3524.72,5,3524.72,176.24,3348.48,2763.64,256.53,95.06,233.25,Completed,6.97,Profit,Low Discount
O00389,2026-07-17 11:28:51,C0082,P026,4,3524.72,15,14098.88,2114.83,11984.05,11054.56,379.46,204.94,345.09,Completed,2.88,Profit,Medium Discount
O00390,2026-08-11 07:58:50,C0043,P016,2,6487.76,25,12975.52,3243.88,9731.64,11145.98,226.76,263.58,-1904.68,Completed,-19.57,Loss,High Discount
O00391,2026-08-05 05:29:17,C0100,P047,1,24905.73,10,24905.73,2490.57,22415.16,18759.81,401.61,654.6,2599.14,Completed,11.6,Profit,Medium Discount
O00392,2026-06-30 09:43:50,C0093,P022,4,753.69,0,3014.76,0.0,3014.76,2184.88,54.07,51.67,724.14,Cancelled,24.02,Profit,No Discount
O00393,2026-07-24 10:36:31,C0042,P043,5,16032.71,5,80163.55,4008.18,76155.37,58316.15,194.75,2053.21,15591.26,Completed,20.47,Profit,Low Discount
O00394,2026-05-31 14:57:19,C0091,P022,5,753.69,5,3768.45,188.42,3580.03,2731.1,231.24,99.86,517.83,Completed,14.46,Profit,Low Discount
O00395,2026-06-28 01:13:07,C0100,P009,3,19784.64,25,59353.92,14838.48,44515.44,42571.62,272.6,901.63,769.59,Completed,1.73,Profit,High Discount
O00396,2026-06-02 20:53:20,C0067,P020,4,57264.84,15,229059.36,34358.9,194700.46,176749.44,463.29,5649.93,11837.8,Completed,6.08,Profit,Medium Discount
O00397,2026-07-27 00:19:38,C0078,P017,2,42246.44,25,84492.88,21123.22,63369.66,69673.4,223.85,1360.98,-7888.57,Completed,-12.45,Loss,High Discount
O00398,2026-07-06 10:13:05,C0065,P050,1,35590.05,0,35590.05,0.0,35590.05,27730.43,463.21,428.36,6968.05,Completed,19.58,Profit,No Discount
O00399,2026-07-18 22:08:09,C0075,P041,1,33978.49,5,33978.49,1698.92,32279.57,28501.77,480.34,418.46,2879.0,Completed,8.92,Profit,Low Discount
O00400,2026-06-11 23:47:52,C0041,P029,4,44167.07,10,176668.28,17666.83,159001.45,126999.12,246.48,3434.71,28321.14,Completed,17.81,Profit,Medium Discount
O00401,2026-07-15 13:38:24,C0026,P019,5,58038.98,5,290194.9,14509.74,275685.16,202221.95,452.34,7975.33,65035.54,Cancelled,23.59,Profit,Low Discount
O00402,2026-08-03 05:42:03,C0021,P014,4,9054.92,15,36219.68,5432.95,30786.73,24623.16,450.0,643.14,5070.43,Completed,16.47,Profit,Medium Discount
O00403,2026-08-14 01:19:29,C0008,P041,3,33978.49,10,101935.47,10193.55,91741.92,85505.31,64.76,2084.45,4087.4,Completed,4.46,Profit,Medium Discount
O00404,2026-07-08 00:29:38,C0015,P035,5,54528.17,10,272640.85,27264.08,245376.76,220776.45,92.77,6511.06,17996.48,Completed,7.33,Profit,Medium Discount
O00405,2026-07-30 23:30:20,C0036,P034,5,38663.96,15,193319.8,28997.97,164321.83,139245.0,344.59,2141.43,22590.81,Completed,13.75,Profit,Medium Discount
O00406,2026-07-02 17:05:28,C0087,P023,5,17155.13,0,85775.65,0.0,85775.65,68083.65,107.54,2171.06,15413.4,Completed,17.97,Profit,No Discount
O00407,2026-06-30 21:41:40,C0060,P006,5,14835.37,15,74176.85,11126.53,63050.32,52777.45,140.25,887.22,9245.4,Completed,14.66,Profit,Medium Discount
O00408,2026-06-28 01:25:20,C0084,P003,3,10250.36,0,30751.08,0.0,30751.08,26076.3,136.0,498.22,4040.56,Completed,13.14,Profit,No Discount
O00409,2026-08-04 22:33:40,C0036,P047,1,24905.73,15,24905.73,3735.86,21169.87,18759.81,240.18,339.96,1829.92,Completed,8.64,Profit,Medium Discount
O00410,2026-07-26 17:52:29,C0025,P048,3,4611.21,5,13833.63,691.68,13141.95,11120.16,106.41,219.99,1695.39,Pending,12.9,Profit,Low Discount
O00411,2026-07-13 07:01:34,C0100,P039,5,35994.24,10,179971.2,17997.12,161974.08,112657.6,117.32,2852.98,46346.18,Completed,28.61,Profit,Medium Discount
O00412,2026-06-11 19:52:01,C0042,P010,3,73897.59,5,221692.77,11084.64,210608.13,148040.91,282.92,3238.51,59045.79,Completed,28.04,Profit,Low Discount
O00413,2026-06-17 01:29:03,C0086,P017,4,42246.44,20,168985.76,33797.15,135188.61,139346.8,334.47,1703.22,-6195.88,Completed,-4.58,Loss,High Discount
O00414,2026-08-07 11:05:44,C0065,P025,3,12111.87,5,36335.61,1816.78,34518.83,22724.19,469.82,916.48,10408.34,Completed,30.15,Profit,Low Discount
O00415,2026-06-09 14:30:19,C0096,P039,3,35994.24,15,107982.72,16197.41,91785.31,67594.56,104.91,1147.55,22938.29,Completed,24.99,Profit,Medium Discount
O00416,2026-08-05 10:12:13,C0057,P017,2,42246.44,15,84492.88,12673.93,71818.95,69673.4,137.86,1214.23,793.46,Completed,1.1,Profit,Medium Discount
O00417,2026-05-25 04:23:58,C0052,P003,1,10250.36,15,10250.36,1537.55,8712.81,8692.1,377.18,185.07,-541.54,Cancelled,-6.22,Loss,Medium Discount
O00418,2026-06-12 20:24:36,C0065,P017,3,42246.44,10,126739.32,12673.93,114065.39,104510.1,278.0,2024.06,7253.23,Cancelled,6.36,Profit,Medium Discount
O00419,2026-08-10 08:48:35,C0083,P043,4,16032.71,0,64130.84,0.0,64130.84,46652.92,408.9,1431.29,15637.73,Completed,24.38,Profit,No Discount
O00420,2026-06-29 12:54:18,C0004,P024,3,4338.48,10,13015.44,1301.54,11713.9,10294.89,367.79,242.31,808.91,Completed,6.91,Profit,Medium Discount
O00421,2026-06-09 10:42:11,C0065,P005,3,57603.46,10,172810.38,17281.04,155529.34,136452.48,103.32,4546.16,14427.38,Completed,9.28,Profit,Medium Discount
O00422,2026-07-28 15:11:48,C0019,P012,3,70135.64,20,210406.92,42081.38,168325.54,137294.97,413.96,3962.9,26653.71,Completed,15.83,Profit,High Discount
O00423,2026-06-30 21:18:34,C0002,P022,3,753.69,10,2261.07,226.11,2034.96,1638.66,81.9,33.08,281.32,Cancelled,13.82,Profit,Medium Discount
O00424,2026-07-11 02:18:22,C0016,P019,3,58038.98,0,174116.94,0.0,174116.94,121333.17,353.31,1921.68,50508.78,Completed,29.01,Profit,No Discount
O00425,2026-07-15 00:38:10,C0053,P011,5,53636.0,5,268180.0,13409.0,254771.0,178124.15,329.58,4249.83,72067.44,Completed,28.29,Profit,Low Discount
O00426,2026-07-20 15:27:08,C0078,P005,3,57603.46,5,172810.38,8640.52,164169.86,136452.48,87.76,2736.59,24893.03,Completed,15.16,Profit,Low Discount
O00427,2026-06-22 13:34:09,C0066,P030,4,3158.31,25,12633.24,3158.31,9474.93,8922.4,403.19,233.74,-84.4,Completed,-0.89,Loss,High Discount
O00428,2026-06-18 10:19:16,C0087,P019,5,58038.98,0,290194.9,0.0,290194.9,202221.95,175.03,4505.68,83292.24,Completed,28.7,Profit,No Discount
O00429,2026-05-19 13:20:10,C0057,P008,2,21730.36,10,43460.72,4346.07,39114.65,32802.9,489.7,471.82,5350.23,Completed,13.68,Profit,Medium Discount
O00430,2026-07-03 18:16:40,C0028,P041,5,33978.49,0,169892.45,0.0,169892.45,142508.85,311.98,2393.58,24678.04,Completed,14.53,Profit,No Discount
O00431,2026-08-07 09:19:26,C0071,P003,2,10250.36,10,20500.72,2050.07,18450.65,17384.2,383.07,417.24,266.14,Completed,1.44,Profit,Medium Discount
O00432,2026-06-17 07:47:53,C0038,P022,2,753.69,10,1507.38,150.74,1356.64,1092.44,84.64,15.62,163.94,Pending,12.08,Profit,Medium Discount
O00433,2026-06-03 10:10:40,C0091,P041,4,33978.49,10,135913.96,13591.4,122322.56,114007.08,330.64,2809.76,5175.08,Completed,4.23,Profit,Medium Discount
O00434,2026-07-03 02:32:02,C0034,P022,3,753.69,5,2261.07,113.05,2148.02,1638.66,303.65,40.84,164.87,Completed,7.68,Profit,Low Discount
O00435,2026-06-06 08:44:07,C0070,P041,3,33978.49,5,101935.47,5096.77,96838.7,85505.31,318.95,2645.82,8368.62,Cancelled,8.64,Profit,Low Discount
O00436,2026-06-20 05:15:44,C0026,P025,2,12111.87,10,24223.74,2422.37,21801.37,15149.46,145.89,627.47,5878.55,Completed,26.96,Profit,Medium Discount
O00437,2026-08-02 05:32:39,C0022,P036,2,65042.97,5,130085.94,6504.3,123581.64,84727.44,72.72,2786.73,35994.75,Completed,29.13,Profit,Low Discount
O00438,2026-06-10 20:27:54,C0007,P049,1,24913.36,10,24913.36,2491.34,22422.02,16263.03,480.91,403.16,5274.92,Completed,23.53,Profit,Medium Discount
O00439,2026-06-18 19:30:26,C0032,P032,1,39676.81,10,39676.81,3967.68,35709.13,25984.02,384.27,590.66,8750.18,Cancelled,24.5,Profit,Medium Discount
O00440,2026-06-12 22:06:42,C0085,P025,4,12111.87,20,48447.48,9689.5,38757.98,30298.92,417.76,785.02,7256.28,Completed,18.72,Profit,High Discount
O00441,2026-08-10 05:45:16,C0019,P028,1,23427.95,10,23427.95,2342.8,21085.16,18608.79,351.8,506.41,1618.15,Completed,7.67,Profit,Medium Discount
O00442,2026-07-13 15:36:07,C0039,P049,5,24913.36,20,124566.8,24913.36,99653.44,81315.15,382.43,1023.93,16931.93,Completed,16.99,Profit,High Discount
O00443,2026-07-23 20:20:12,C0069,P043,2,16032.71,0,32065.42,0.0,32065.42,23326.46,256.52,790.56,7691.88,Completed,23.99,Profit,No Discount
O00444,2026-08-10 05:15:32,C0075,P016,2,6487.76,5,12975.52,648.78,12326.74,11145.98,199.87,341.44,639.45,Completed,5.19,Profit,Low Discount
O00445,2026-06-12 14:12:45,C0036,P013,3,48575.8,10,145727.4,14572.74,131154.66,100524.87,384.3,3247.17,26998.32,Completed,20.59,Profit,Medium Discount
O00446,2026-07-09 17:32:50,C0051,P046,2,19668.85,10,39337.7,3933.77,35403.93,29727.1,142.8,920.3,4613.73,Completed,13.03,Profit,Medium Discount
O00447,2026-05-17 18:06:50,C0060,P028,1,23427.95,20,23427.95,4685.59,18742.36,18608.79,349.91,482.57,-698.91,Completed,-3.73,Loss,High Discount
O00448,2026-07-05 22:17:20,C0061,P043,3,16032.71,15,48098.13,7214.72,40883.41,34989.69,242.42,770.69,4880.61,Completed,11.94,Profit,Medium Discount
O00449,2026-06-04 07:39:14,C0037,P015,4,52959.23,10,211836.92,21183.69,190653.23,154376.68,275.04,4900.16,31101.35,Completed,16.31,Profit,Medium Discount
O00450,2026-05-25 01:57:10,C0077,P004,5,1247.78,10,6238.9,623.89,5615.01,4975.6,62.74,79.74,496.93,Completed,8.85,Profit,Medium Discount
O00451,2026-06-09 04:51:38,C0003,P014,2,9054.92,10,18109.84,1810.98,16298.86,12311.58,465.81,199.46,3322.01,Completed,20.38,Profit,Medium Discount
O00452,2026-07-25 16:21:21,C0074,P028,5,23427.95,15,117139.75,17570.96,99568.79,93043.95,374.25,2641.54,3509.05,Completed,3.52,Profit,Medium Discount
O00453,2026-06-25 05:30:23,C0068,P005,1,57603.46,5,57603.46,2880.17,54723.29,45484.16,162.48,1110.89,7965.76,Completed,14.56,Profit,Low Discount
O00454,2026-07-03 04:55:45,C0021,P024,1,4338.48,15,4338.48,650.77,3687.71,3431.63,147.23,96.57,12.28,Completed,0.33,Profit,Medium Discount
O00455,2026-07-09 16:06:52,C0049,P042,2,60982.04,20,121964.08,24392.82,97571.26,90647.44,444.34,1175.87,5303.61,Completed,5.44,Profit,High Discount
O00456,2026-07-29 09:06:43,C0035,P039,1,35994.24,20,35994.24,7198.85,28795.39,22531.52,354.62,770.51,5138.74,Completed,17.85,Profit,High Discount
O00457,2026-06-09 02:27:20,C0067,P030,1,3158.31,0,3158.31,0.0,3158.31,2230.6,183.17,60.59,683.95,Completed,21.66,Profit,No Discount
O00458,2026-07-22 19:41:48,C0032,P046,4,19668.85,5,78675.4,3933.77,74741.63,59454.2,102.9,994.49,14190.04,Completed,18.99,Profit,Low Discount
O00459,2026-07-01 23:50:15,C0066,P037,4,5368.01,10,21472.04,2147.2,19324.84,17560.68,122.61,225.54,1416.01,Completed,7.33,Profit,Medium Discount
O00460,2026-07-18 11:31:23,C0032,P042,3,60982.04,5,182946.12,9147.31,173798.81,135971.16,209.42,2104.17,35514.06,Completed,20.43,Profit,Low Discount
O00461,2026-07-24 21:10:23,C0073,P042,4,60982.04,5,243928.16,12196.41,231731.75,181294.88,125.12,3446.91,46864.84,Completed,20.22,Profit,Low Discount
O00462,2026-07-03 10:09:24,C0015,P028,3,23427.95,10,70283.85,7028.38,63255.46,55826.37,237.1,1175.22,6016.78,Completed,9.51,Profit,Medium Discount
O00463,2026-06-29 06:46:57,C0074,P040,2,30510.63,0,61021.26,0.0,61021.26,49591.82,275.05,1112.98,10041.41,Completed,16.46,Profit,No Discount
O00464,2026-08-01 18:07:40,C0034,P029,5,44167.07,15,220835.35,33125.3,187710.05,158748.9,273.07,5380.25,23307.83,Completed,12.42,Profit,Medium Discount
O00465,2026-05-18 10:38:23,C0088,P026,1,3524.72,5,3524.72,176.24,3348.48,2763.64,226.34,93.47,265.03,Completed,7.91,Profit,Low Discount
O00466,2026-05-25 19:17:25,C0049,P039,5,35994.24,15,179971.2,26995.68,152975.52,112657.6,325.1,4152.7,35840.12,Completed,23.43,Profit,Medium Discount
O00467,2026-06-14 08:04:43,C0003,P015,5,52959.23,10,264796.15,26479.62,238316.54,192970.85,359.88,3590.35,41395.46,Completed,17.37,Profit,Medium Discount
O00468,2026-06-07 06:49:02,C0028,P009,1,19784.64,10,19784.64,1978.46,17806.18,14190.54,443.38,250.51,2921.75,Completed,16.41,Profit,Medium Discount
O00469,2026-06-25 00:46:59,C0071,P014,5,9054.92,0,45274.6,0.0,45274.6,30778.95,434.74,1251.9,12809.01,Completed,28.29,Profit,No Discount
O00470,2026-07-22 22:26:28,C0053,P046,1,19668.85,15,19668.85,2950.33,16718.52,14863.55,455.8,235.22,1163.95,Completed,6.96,Profit,Medium Discount
O00471,2026-06-09 09:24:08,C0022,P006,4,14835.37,0,59341.48,0.0,59341.48,42221.96,384.39,1599.76,15135.37,Completed,25.51,Profit,No Discount
O00472,2026-06-15 11:58:19,C0049,P045,2,62341.11,5,124682.22,6234.11,118448.11,92860.52,411.72,2211.36,22964.51,Pending,19.39,Profit,Low Discount
O00473,2026-07-20 05:35:57,C0093,P003,3,10250.36,0,30751.08,0.0,30751.08,26076.3,378.16,681.7,3614.92,Completed,11.76,Profit,No Discount
O00474,2026-07-12 05:34:58,C0004,P011,2,53636.0,5,107272.0,5363.6,101908.4,71249.66,468.18,1792.01,28398.55,Completed,27.87,Profit,Low Discount
O00475,2026-06-21 14:20:24,C0049,P009,4,19784.64,10,79138.56,7913.86,71224.7,56762.16,92.92,859.94,13509.68,Completed,18.97,Profit,Medium Discount
O00476,2026-07-01 17:14:13,C0036,P008,1,21730.36,10,21730.36,2173.04,19557.32,16401.45,401.88,489.62,2264.37,Completed,11.58,Profit,Medium Discount
O00477,2026-07-09 12:08:44,C0058,P017,3,42246.44,15,126739.32,19010.9,107728.42,104510.1,329.21,2676.52,212.59,Completed,0.2,Profit,Medium Discount
O00478,2026-07-07 07:35:52,C0009,P028,5,23427.95,0,117139.75,0.0,117139.75,93043.95,166.2,2589.75,21339.85,Completed,18.22,Profit,No Discount
O00479,2026-06-19 03:28:23,C0090,P036,2,65042.97,10,130085.94,13008.59,117077.35,84727.44,334.58,1537.17,30478.16,Completed,26.03,Profit,Medium Discount
O00480,2026-06-27 01:57:21,C0013,P011,3,53636.0,0,160908.0,0.0,160908.0,106874.49,319.9,4381.57,49332.04,Completed,30.66,Profit,No Discount
O00481,2026-07-28 04:36:56,C0010,P044,3,14190.49,0,42571.47,0.0,42571.47,27060.33,84.64,1018.44,14408.06,Completed,33.84,Profit,No Discount
O00482,2026-07-09 04:57:30,C0090,P023,2,17155.13,25,34310.26,8577.56,25732.7,27233.46,243.99,540.05,-2284.8,Completed,-8.88,Loss,High Discount
O00483,2026-06-17 21:15:35,C0067,P038,3,7609.77,10,22829.31,2282.93,20546.38,15759.84,196.03,316.21,4274.3,Completed,20.8,Profit,Medium Discount
O00484,2026-06-19 22:14:17,C0013,P027,4,10161.47,15,40645.88,6096.88,34549.0,29663.04,78.41,882.24,3925.31,Completed,11.36,Profit,Medium Discount
O00485,2026-07-24 00:13:51,C0096,P023,4,17155.13,15,68620.52,10293.08,58327.44,54466.92,386.53,758.97,2715.02,Completed,4.65,Profit,Medium Discount
O00486,2026-06-29 19:45:48,C0037,P022,5,753.69,20,3768.45,753.69,3014.76,2731.1,159.53,63.75,60.38,Completed,2.0,Profit,High Discount
O00487,2026-06-12 01:44:28,C0050,P048,1,4611.21,20,4611.21,922.24,3688.97,3706.72,449.65,60.89,-528.29,Cancelled,-14.32,Loss,High Discount
O00488,2026-06-15 12:56:37,C0077,P038,2,7609.77,15,15219.54,2282.93,12936.61,10506.56,162.05,278.58,1989.42,Completed,15.38,Profit,Medium Discount
O00489,2026-06-10 04:16:23,C0048,P027,4,10161.47,20,40645.88,8129.18,32516.7,29663.04,470.11,846.31,1537.24,Completed,4.73,Profit,High Discount
O00490,2026-06-08 03:39:10,C0067,P045,3,62341.11,5,187023.33,9351.17,177672.16,139290.78,68.16,3237.87,35075.35,Completed,19.74,Profit,Low Discount
O00491,2026-05-28 11:36:31,C0075,P021,3,57718.84,10,173156.52,17315.65,155840.87,136080.18,56.16,1808.45,17896.08,Completed,11.48,Profit,Medium Discount
O00492,2026-07-25 19:10:28,C0086,P038,2,7609.77,15,15219.54,2282.93,12936.61,10506.56,189.03,163.69,2077.33,Completed,16.06,Profit,Medium Discount
